CustomerID,Name,Age,Gender,Email,Phone,PurchaseAmount,PurchaseDate,ProductCategory,Rating,Unnamed,  Gender  
CUST1503,Lina Ibrahim,200.0,Male,lina.ibrahim@yahoo.com,,194.24,2023-04-13,Clothing,3.0,,Male
CUST1504,Alaa Ibrahim,56.0,F,alaa.ibrahim@hotmail.com,,964.52,2022-11-08,,2.0,,F
CUST1505,Fatma Gaber,-1.0,male,fatma.gaber@gmail.com,,567.93,2024-04-24,Electronics,3.0,,male
CUST1506,Ali Gaber,36.0,Female,ali.gaber@gmail.com,0987654321,204.66,2023-07-24,Toys,5.0,,Female
CUST1507,Fatma Ali,,,fatma.ali@yahoo.com,,329.3,2022-12-22,Home,10.0,,
CUST1508,Alaa Ibrahim,-1.0,Female,alaa.ibrahim@gmail.com,,596.82,2025-06-06,,1.0,,Female
CUST1509,Lina Gaber,,,lina.gaber@gmail.com,0987654321,952.9,2022-12-13,Books,3.0,,
CUST1510,Alaa Smith,-1.0,M,alaa.smith@gmail.com,,956.7,2024-05-12,Toys,4.0,,M
CUST1511,John Smith,200.0,,john.smith@gmail.com,0123456789,711.26,2023-11-12,Books,5.0,,
CUST1512,Sara Gaber,,male,sara.gaber@hotmail.com,0123456789,981.65,2023-08-28,Clothing,5.0,,male
CUST1513,Alaa Smith,200.0,,alaa.smith@gmail.com,0987654321,84.61,2023-11-09,Toys,,,
CUST1514,Mark Ibrahim,,F,mark.ibrahim@gmail.com,0123456789,971.83,2025-04-26,,2.0,,F
CUST1515,Ahmed Hassan,200.0,M,ahmed.hassan@yahoo.com,,789.24,2025-02-17,Toys,1.0,,M
CUST1516,Mark Hassan,22.0,Male,mark.hassan@gmail.com,0123456789,95.19,2023-11-04,Books,10.0,,Male
CUST1517,Ali Mahmoud,,F,ali.mahmoud@yahoo.com,0123456789,148.97,2024-03-03,Books,4.0,,F
CUST1518,Ali Hassan,200.0,Male,ali.hassan@hotmail.com,0123456789,964.28,2025-03-17,Books,1.0,,Male
CUST1519,John Mahmoud,-1.0,Male,john.mahmoud@gmail.com,,560.86,2025-07-09,,5.0,,Male
CUST1520,Ahmed Smith,-1.0,Male,ahmed.smith@gmail.com,,377.46,2024-06-27,Books,3.0,,Male
CUST1521,Alaa Smith,88.0,Female,alaa.smith@hotmail.com,,778.35,2024-12-31,,10.0,,Female
CUST1522,John Gaber,200.0,M,john.gaber@hotmail.com,,59.15,2025-05-01,,1.0,,M
CUST1523,Ahmed Gaber,-1.0,Male,ahmed.gaber@yahoo.com,,691.73,2023-10-17,Home,5.0,,Male
CUST1524,Alaa Gaber,-1.0,Male,alaa.gaber@hotmail.com,,,2023-06-06,Toys,,,Male
CUST1525,Ali Ibrahim,200.0,Female,ali.ibrahim@gmail.com,,444.22,2025-06-04,,10.0,,Female
CUST1526,Sara Hassan,200.0,Female,sara.hassan@yahoo.com,0123456789,935.32,2023-09-16,Books,2.0,,Female
CUST1527,Lina Smith,41.0,Male,lina.smith@hotmail.com,0987654321,254.41,2025-05-22,Books,10.0,,Male
CUST1528,John Smith,200.0,male,john.smith@gmail.com,0987654321,928.22,2023-04-03,Books,1.0,,male
CUST1529,Sara Gaber,78.0,Female,sara.gaber@hotmail.com,0987654321,880.22,2023-08-21,Books,4.0,,Female
CUST1530,Ahmed Hassan,200.0,male,ahmed.hassan@hotmail.com,,894.06,2023-06-18,,5.0,,male
CUST1531,Lina Ibrahim,85.0,female,lina.ibrahim@gmail.com,,302.7,2025-07-03,Clothing,10.0,,female
CUST1532,Fatma Ibrahim,-1.0,Female,fatma.ibrahim@gmail.com,,136.42,2024-08-22,,1.0,,Female
CUST1533,Lina Gaber,,Female,lina.gaber@hotmail.com,,498.06,2025-07-23,Books,3.0,,Female
CUST1534,Lina Ibrahim,56.0,M,lina.ibrahim@gmail.com,,480.31,2024-03-06,Electronics,4.0,,M
CUST1535,Lina Ali,46.0,F,lina.ali@gmail.com,,741.91,2022-12-29,Electronics,10.0,,F
CUST1536,Ahmed Mahmoud,67.0,male,ahmed.mahmoud@hotmail.com,0123456789,103.05,2025-01-13,Clothing,2.0,,male
CUST1537,Fatma Smith,64.0,,fatma.smith@yahoo.com,0987654321,784.25,2024-06-22,Clothing,2.0,,
CUST1538,Ali Hassan,-1.0,male,ali.hassan@hotmail.com,0123456789,754.93,2024-09-11,,1.0,,male
CUST1539,Ahmed Mahmoud,200.0,Male,ahmed.mahmoud@yahoo.com,,846.35,32/13/2020,Home,2.0,,Male
CUST1540,John Gaber,77.0,M,john.gaber@gmail.com,0123456789,921.28,2023-12-25,Electronics,3.0,,M
CUST1541,Lina Ibrahim,-1.0,M,lina.ibrahim@yahoo.com,,155.98,2025-03-03,Toys,10.0,,M
CUST1542,Alaa Smith,200.0,male,alaa.smith@yahoo.com,,85.3,2025-02-23,Home,,,male
CUST1543,Sara Ibrahim,200.0,F,sara.ibrahim@gmail.com,,29.38,2023-09-30,Electronics,5.0,,F
CUST1544,Ahmed Ibrahim,,M,ahmed.ibrahim@yahoo.com,0123456789,120.0,2023-01-17,Books,10.0,,M
CUST1545,Sara Mahmoud,-1.0,M,sara.mahmoud@yahoo.com,,881.42,2025-07-09,Clothing,3.0,,M
CUST1546,John Ali,200.0,M,john.ali@gmail.com,,183.48,2024-01-06,Home,3.0,,M
CUST1547,Alaa Smith,,M,alaa.smith@hotmail.com,,853.06,2024-07-04,,1.0,,M
CUST1548,Alaa Gaber,200.0,,alaa.gaber@yahoo.com,0987654321,556.95,2023-01-31,Electronics,10.0,,
CUST1549,Lina Ali,200.0,F,lina.ali@hotmail.com,0987654321,793.73,2022-11-18,Toys,1.0,,F
CUST1550,Fatma Hassan,200.0,Female,fatma.hassan@gmail.com,0987654321,893.87,2023-07-03,Clothing,,,Female
CUST1551,Alaa Mahmoud,72.0,male,alaa.mahmoud@yahoo.com,,23.46,2025-02-13,,10.0,,male
CUST1552,Fatma Gaber,,female,fatma.gaber@yahoo.com,0987654321,432.89,2023-02-17,Electronics,2.0,,female
CUST1553,Sara Ibrahim,-1.0,female,sara.ibrahim@hotmail.com,0123456789,859.53,2025-01-13,Books,3.0,,female
CUST1554,Sara Gaber,57.0,F,sara.gaber@hotmail.com,,502.53,2025-06-21,,3.0,,F
CUST1555,Sara Smith,,M,sara.smith@gmail.com,,116.19,2023-02-11,,1.0,,M
CUST1556,John Mahmoud,200.0,male,john.mahmoud@hotmail.com,,237.03,2023-05-22,Books,,,male
CUST1557,Alaa Ali,,male,alaa.ali@hotmail.com,0123456789,430.51,32/13/2020,Home,,,male
CUST1558,Alaa Gaber,-1.0,female,alaa.gaber@gmail.com,,907.02,2024-11-13,Electronics,4.0,,female
CUST1559,Ali Ibrahim,56.0,,ali.ibrahim@yahoo.com,,279.27,2024-08-19,Electronics,3.0,,
CUST1560,Alaa Ibrahim,200.0,Male,alaa.ibrahim@yahoo.com,0123456789,861.41,2023-05-25,,1.0,,Male
CUST1561,Fatma Mahmoud,-1.0,,fatma.mahmoud@gmail.com,,220.77,2023-03-31,Books,10.0,,
CUST1562,Lina Hassan,-1.0,F,lina.hassan@gmail.com,,817.83,2024-10-17,Clothing,10.0,,F
CUST1563,John Ibrahim,200.0,,john.ibrahim@hotmail.com,,942.39,2024-03-26,Toys,3.0,,
CUST1564,Sara Ibrahim,,Female,sara.ibrahim@hotmail.com,,410.69,2025-05-31,Electronics,10.0,,Female
CUST1565,Lina Smith,-1.0,Male,lina.smith@yahoo.com,,149.73,2023-02-01,Toys,2.0,,Male
CUST1566,Mark Smith,49.0,,mark.smith@gmail.com,,105.86,2024-09-01,Books,5.0,,
CUST1567,Ahmed Hassan,,male,ahmed.hassan@yahoo.com,0123456789,891.41,2023-10-13,Clothing,3.0,,male
CUST1568,Ahmed Ibrahim,200.0,Male,ahmed.ibrahim@yahoo.com,,299.36,2025-03-10,,3.0,,Male
CUST1569,Ali Ibrahim,-1.0,,ali.ibrahim@gmail.com,,73.05,2023-06-20,Books,10.0,,
CUST1570,John Ibrahim,48.0,female,john.ibrahim@hotmail.com,,68.41,2024-03-08,Toys,3.0,,female
CUST1571,Alaa Ali,66.0,,alaa.ali@yahoo.com,,987.4,2025-05-02,Electronics,,,
CUST1572,Lina Gaber,45.0,,lina.gaber@gmail.com,0123456789,543.1,2023-01-11,Electronics,10.0,,
CUST1573,Sara Hassan,200.0,female,sara.hassan@gmail.com,0123456789,345.42,2025-04-05,,10.0,,female
CUST1574,Alaa Hassan,,M,alaa.hassan@gmail.com,0123456789,64.47,2023-09-22,Books,5.0,,M
CUST1575,John Mahmoud,-1.0,Female,john.mahmoud@gmail.com,,820.32,2025-03-24,Books,1.0,,Female
CUST1576,Alaa Smith,200.0,male,alaa.smith@hotmail.com,,687.85,2023-12-03,Books,1.0,,male
CUST1577,Mark Ibrahim,200.0,F,mark.ibrahim@gmail.com,0123456789,449.64,2024-05-01,Clothing,,,F
CUST1578,Ali Smith,,male,ali.smith@gmail.com,0987654321,,32/13/2020,,5.0,,male
CUST1579,Ahmed Ali,,M,ahmed.ali@yahoo.com,0123456789,311.98,2024-12-26,Home,,,M
CUST1580,Ali Hassan,,M,ali.hassan@hotmail.com,,183.34,2024-02-13,Toys,10.0,,M
CUST1581,Alaa Hassan,200.0,F,alaa.hassan@gmail.com,,148.41,2025-03-23,,3.0,,F
CUST1582,Alaa Ali,38.0,female,alaa.ali@yahoo.com,0987654321,,2025-05-14,,1.0,,female
CUST1583,Sara Hassan,200.0,F,sara.hassan@gmail.com,0987654321,549.44,2023-12-18,Clothing,5.0,,F
CUST1584,Fatma Ali,-1.0,,fatma.ali@gmail.com,,545.1,2024-10-02,,4.0,,
CUST1585,Lina Mahmoud,-1.0,Female,lina.mahmoud@gmail.com,0987654321,147.78,2025-04-01,Home,4.0,,Female
CUST1586,Ahmed Smith,-1.0,female,ahmed.smith@hotmail.com,,563.77,2023-05-25,,2.0,,female
CUST1587,John Ali,,M,john.ali@yahoo.com,0123456789,843.11,2024-11-24,Home,3.0,,M
CUST1588,Alaa Smith,90.0,female,alaa.smith@gmail.com,0987654321,650.91,2023-08-25,Home,,,female
CUST1589,Ali Ali,-1.0,,ali.ali@gmail.com,,790.08,2025-03-18,Home,1.0,,
CUST1590,Alaa Mahmoud,,,alaa.mahmoud@hotmail.com,,785.97,2024-12-09,,1.0,,
CUST1591,Alaa Smith,200.0,male,alaa.smith@yahoo.com,,125.98,2022-11-22,Clothing,4.0,,male
CUST1592,John Mahmoud,200.0,male,john.mahmoud@hotmail.com,0987654321,190.64,2025-01-15,,3.0,,male
CUST1593,Sara Hassan,-1.0,Male,sara.hassan@gmail.com,,250.25,2025-03-14,Home,3.0,,Male
CUST1594,John Ibrahim,200.0,male,john.ibrahim@hotmail.com,0123456789,,2023-04-22,Clothing,5.0,,male
CUST1595,Lina Mahmoud,77.0,Male,lina.mahmoud@yahoo.com,,667.95,2025-03-05,Clothing,4.0,,Male
CUST1596,Sara Ibrahim,200.0,Male,sara.ibrahim@gmail.com,0123456789,734.3,2024-05-22,,,,Male
CUST1597,Ali Hassan,,female,ali.hassan@hotmail.com,,51.87,2024-07-15,Toys,3.0,,female
CUST1598,Mark Ibrahim,,M,mark.ibrahim@yahoo.com,,984.22,32/13/2020,Electronics,4.0,,M
CUST1599,Fatma Smith,200.0,F,fatma.smith@yahoo.com,,467.98,2023-01-10,Books,1.0,,F
CUST1600,Lina Hassan,200.0,male,lina.hassan@gmail.com,,884.44,2025-03-06,Home,5.0,,male
CUST1601,Fatma Ali,54.0,male,fatma.ali@gmail.com,,820.41,2024-07-28,,5.0,,male
CUST1602,Alaa Gaber,-1.0,Male,alaa.gaber@yahoo.com,0987654321,259.04,2023-01-07,Electronics,1.0,,Male
CUST1603,Fatma Ibrahim,200.0,,fatma.ibrahim@yahoo.com,0123456789,894.83,2024-09-17,Toys,4.0,,
CUST1604,Ali Mahmoud,-1.0,Male,ali.mahmoud@yahoo.com,0123456789,872.56,2024-02-06,,1.0,,Male
CUST1605,Lina Ali,80.0,Female,lina.ali@hotmail.com,,789.42,2024-08-13,,,,Female
CUST1606,John Smith,,Female,john.smith@gmail.com,,346.18,2024-10-01,Clothing,3.0,,Female
CUST1607,Lina Ali,200.0,female,lina.ali@yahoo.com,0987654321,316.66,2024-09-27,Electronics,2.0,,female
CUST1608,Ahmed Ibrahim,74.0,Female,ahmed.ibrahim@hotmail.com,,931.21,2024-07-30,,4.0,,Female
CUST1609,Fatma Ali,79.0,F,fatma.ali@hotmail.com,,783.2,2024-07-07,Books,1.0,,F
CUST1610,Ali Smith,-1.0,Male,ali.smith@hotmail.com,0123456789,69.35,2022-12-17,Books,2.0,,Male
CUST1611,Fatma Hassan,39.0,Male,fatma.hassan@hotmail.com,0987654321,339.74,2024-04-28,,4.0,,Male
CUST1612,Lina Ibrahim,,Male,lina.ibrahim@gmail.com,0987654321,215.4,2025-01-01,Home,,,Male
CUST1613,John Smith,200.0,F,john.smith@gmail.com,0123456789,581.83,2024-09-23,Toys,2.0,,F
CUST1614,Sara Ali,64.0,Male,sara.ali@yahoo.com,0123456789,572.71,2023-01-29,Toys,,,Male
CUST1615,Ali Smith,,female,ali.smith@yahoo.com,,679.96,2024-08-21,Toys,,,female
CUST1616,John Ibrahim,-1.0,M,john.ibrahim@yahoo.com,,543.87,2023-11-23,,,,M
CUST1617,Sara Hassan,200.0,female,sara.hassan@hotmail.com,0123456789,746.9,32/13/2020,,4.0,,female
CUST1618,Alaa Gaber,200.0,M,alaa.gaber@hotmail.com,0123456789,456.41,2024-10-16,,3.0,,M
CUST1619,Lina Gaber,200.0,female,lina.gaber@gmail.com,0123456789,,2022-12-21,Electronics,1.0,,female
CUST1620,Alaa Smith,-1.0,F,alaa.smith@hotmail.com,0987654321,213.04,32/13/2020,Toys,1.0,,F
CUST1621,Fatma Hassan,200.0,Male,fatma.hassan@hotmail.com,,37.22,2024-02-18,Books,3.0,,Male
CUST1622,Sara Hassan,-1.0,,sara.hassan@yahoo.com,,270.64,2024-06-23,,,,
CUST1623,Alaa Smith,21.0,Female,alaa.smith@yahoo.com,,706.71,2025-05-07,Electronics,5.0,,Female
CUST1624,Mark Mahmoud,200.0,F,mark.mahmoud@gmail.com,,222.07,2024-04-11,Books,4.0,,F
CUST1625,Fatma Ibrahim,-1.0,Female,fatma.ibrahim@hotmail.com,,318.73,2024-02-21,,5.0,,Female
CUST1626,Ahmed Ali,-1.0,M,ahmed.ali@yahoo.com,,175.15,2025-02-10,Home,,,M
CUST1627,Ali Smith,22.0,F,ali.smith@gmail.com,,704.24,2022-11-03,Books,4.0,,F
CUST1628,Ahmed Ibrahim,,M,ahmed.ibrahim@hotmail.com,,580.16,2023-05-24,Books,2.0,,M
CUST1629,Sara Hassan,43.0,Female,sara.hassan@yahoo.com,0123456789,394.89,2022-11-18,Books,3.0,,Female
CUST1630,Sara Smith,-1.0,,sara.smith@yahoo.com,,724.41,2023-06-12,Clothing,2.0,,
CUST1631,Lina Mahmoud,18.0,Female,lina.mahmoud@gmail.com,,998.16,2023-10-09,Books,5.0,,Female
CUST1632,John Ibrahim,200.0,Male,john.ibrahim@yahoo.com,0123456789,352.96,2023-10-04,Clothing,2.0,,Male
CUST1633,Sara Gaber,-1.0,male,sara.gaber@hotmail.com,,576.84,2024-01-16,Clothing,4.0,,male
CUST1634,John Hassan,-1.0,,john.hassan@hotmail.com,0987654321,389.59,2024-01-10,,10.0,,
CUST1635,Ali Smith,200.0,Female,ali.smith@yahoo.com,,553.52,2024-06-26,Toys,1.0,,Female
CUST1636,Ahmed Ibrahim,,Male,ahmed.ibrahim@gmail.com,,474.8,2025-03-21,Home,,,Male
CUST1637,Sara Smith,200.0,Female,sara.smith@gmail.com,,451.41,2023-02-13,,10.0,,Female
CUST1638,Ahmed Ali,32.0,Female,ahmed.ali@yahoo.com,,817.01,2023-12-04,Home,3.0,,Female
CUST1639,Mark Hassan,,Female,mark.hassan@gmail.com,,465.11,2023-10-07,Electronics,5.0,,Female
CUST1640,Alaa Smith,37.0,Male,alaa.smith@yahoo.com,,654.18,2023-03-10,,,,Male
CUST1641,Ahmed Ibrahim,68.0,Female,ahmed.ibrahim@gmail.com,,766.77,2024-03-23,,4.0,,Female
CUST1642,Mark Hassan,200.0,male,mark.hassan@yahoo.com,0987654321,911.05,2024-10-17,Toys,,,male
CUST1643,Sara Ali,88.0,Female,sara.ali@hotmail.com,0123456789,722.13,2022-12-05,,10.0,,Female
CUST1644,John Ali,200.0,male,john.ali@gmail.com,0987654321,670.35,2024-09-01,Toys,10.0,,male
CUST1645,Ali Mahmoud,200.0,,ali.mahmoud@yahoo.com,,580.94,2024-09-24,,10.0,,
CUST1646,Ahmed Smith,200.0,,ahmed.smith@yahoo.com,,690.67,2023-08-26,Home,4.0,,
CUST1647,Ali Ibrahim,200.0,Female,ali.ibrahim@hotmail.com,0123456789,282.13,2023-03-26,Clothing,,,Female
CUST1648,Mark Gaber,-1.0,male,mark.gaber@gmail.com,,568.45,2024-09-20,,,,male
CUST1649,Fatma Smith,,M,fatma.smith@gmail.com,,207.91,2025-03-25,,2.0,,M
CUST1650,Lina Ibrahim,200.0,M,lina.ibrahim@hotmail.com,0987654321,304.37,2023-05-26,,5.0,,M
CUST1651,Mark Mahmoud,-1.0,female,mark.mahmoud@hotmail.com,,145.39,2022-11-29,,2.0,,female
CUST1652,Sara Hassan,200.0,female,sara.hassan@yahoo.com,0123456789,297.5,2023-10-20,,4.0,,female
CUST1653,Sara Gaber,-1.0,Male,sara.gaber@gmail.com,0987654321,243.64,2022-11-22,Books,1.0,,Male
CUST1654,Sara Gaber,,,sara.gaber@hotmail.com,,118.97,2024-07-19,Electronics,10.0,,
CUST1655,Sara Smith,89.0,,sara.smith@gmail.com,,465.8,2023-09-09,Clothing,3.0,,
CUST1656,Fatma Gaber,200.0,female,fatma.gaber@yahoo.com,0123456789,340.6,2024-05-04,,2.0,,female
CUST1657,Ali Ali,35.0,Female,ali.ali@gmail.com,0987654321,125.83,2024-10-16,,3.0,,Female
CUST1658,Fatma Hassan,200.0,Male,fatma.hassan@hotmail.com,0987654321,496.34,2025-07-14,Electronics,10.0,,Male
CUST1659,Sara Ali,-1.0,F,sara.ali@yahoo.com,0123456789,503.31,2024-02-03,Books,10.0,,F
CUST1660,Ahmed Smith,-1.0,female,ahmed.smith@gmail.com,0987654321,591.98,2025-01-14,Toys,,,female
CUST1661,John Smith,,Male,john.smith@gmail.com,0987654321,705.61,2023-01-29,Home,10.0,,Male
CUST1662,Ali Hassan,-1.0,Female,ali.hassan@hotmail.com,0123456789,873.12,2025-06-23,Electronics,5.0,,Female
CUST1663,Ahmed Hassan,,,ahmed.hassan@hotmail.com,,,2024-12-23,,5.0,,
CUST1664,Fatma Smith,,F,fatma.smith@gmail.com,0987654321,197.44,2025-06-25,,1.0,,F
CUST1665,Sara Gaber,-1.0,M,sara.gaber@gmail.com,0987654321,338.65,32/13/2020,,5.0,,M
CUST1666,Ali Gaber,71.0,female,ali.gaber@yahoo.com,0123456789,597.31,2024-08-08,Home,,,female
CUST1667,Ali Ibrahim,-1.0,Male,ali.ibrahim@hotmail.com,,413.17,2023-06-24,Clothing,2.0,,Male
CUST1668,John Smith,68.0,,john.smith@gmail.com,0987654321,314.68,2022-12-21,Toys,10.0,,
CUST1669,John Gaber,-1.0,female,john.gaber@yahoo.com,0987654321,218.72,2022-12-26,,3.0,,female
CUST1670,Mark Hassan,37.0,F,mark.hassan@hotmail.com,0987654321,409.97,2023-04-27,Toys,10.0,,F
CUST1671,Alaa Smith,38.0,male,alaa.smith@yahoo.com,0987654321,372.73,2025-03-22,Books,,,male
CUST1672,Fatma Gaber,200.0,male,fatma.gaber@yahoo.com,0987654321,572.33,2024-04-04,Electronics,10.0,,male
CUST1673,Mark Hassan,34.0,Female,mark.hassan@yahoo.com,0987654321,48.81,2024-08-11,Books,4.0,,Female
CUST1674,Sara Gaber,,Female,sara.gaber@hotmail.com,,740.1,2024-05-04,Clothing,,,Female
CUST1675,Ahmed Hassan,32.0,F,ahmed.hassan@hotmail.com,,949.78,2024-09-03,Home,10.0,,F
CUST1676,Mark Ali,200.0,male,mark.ali@gmail.com,0123456789,842.36,2024-05-12,Home,10.0,,male
CUST1677,Sara Hassan,-1.0,M,sara.hassan@gmail.com,,793.81,2022-12-31,,3.0,,M
CUST1678,Fatma Ali,31.0,,fatma.ali@hotmail.com,0987654321,513.63,2024-01-09,Clothing,1.0,,
CUST1679,Mark Hassan,,Female,mark.hassan@gmail.com,,26.49,2023-12-14,Books,3.0,,Female
CUST1680,Lina Gaber,200.0,male,lina.gaber@hotmail.com,,759.1,2024-04-22,Books,10.0,,male
CUST1681,Mark Ibrahim,,M,mark.ibrahim@gmail.com,,857.36,2025-07-07,Electronics,,,M
CUST1682,Sara Smith,-1.0,M,sara.smith@yahoo.com,0123456789,555.03,2025-06-09,,5.0,,M
CUST1683,Mark Ali,57.0,Male,mark.ali@gmail.com,,443.63,2023-06-27,Toys,1.0,,Male
CUST1684,Sara Mahmoud,200.0,,sara.mahmoud@hotmail.com,0123456789,899.15,2024-03-28,,5.0,,
CUST1685,Lina Ali,,,lina.ali@hotmail.com,0987654321,928.77,2025-06-21,Books,4.0,,
CUST1686,Ahmed Ibrahim,200.0,M,ahmed.ibrahim@yahoo.com,0123456789,42.66,2023-03-26,Electronics,10.0,,M
CUST1687,Alaa Ibrahim,200.0,Female,alaa.ibrahim@yahoo.com,0123456789,999.56,2025-05-16,Electronics,1.0,,Female
CUST1688,Sara Gaber,200.0,Female,sara.gaber@hotmail.com,,796.83,2023-12-30,Clothing,3.0,,Female
CUST1689,Sara Gaber,200.0,Male,sara.gaber@yahoo.com,,56.7,2024-12-03,Clothing,3.0,,Male
CUST1690,Lina Hassan,200.0,M,lina.hassan@gmail.com,0123456789,737.59,2023-04-25,Toys,1.0,,M
CUST1691,Mark Mahmoud,-1.0,female,mark.mahmoud@hotmail.com,0123456789,601.36,2025-01-12,,1.0,,female
CUST1692,Ahmed Smith,-1.0,male,ahmed.smith@gmail.com,,587.8,2023-08-07,Home,1.0,,male
CUST1693,Mark Smith,200.0,,mark.smith@yahoo.com,,172.89,2023-10-31,,4.0,,
CUST1694,John Ali,200.0,Female,john.ali@yahoo.com,0987654321,250.47,2024-02-05,,5.0,,Female
CUST1695,Ahmed Smith,200.0,female,ahmed.smith@hotmail.com,,340.8,2024-09-19,Home,5.0,,female
CUST1696,Lina Ibrahim,21.0,male,lina.ibrahim@hotmail.com,,393.94,2025-07-08,Home,,,male
CUST1697,Ali Hassan,200.0,F,ali.hassan@hotmail.com,0987654321,828.37,2023-09-20,,5.0,,F
CUST1698,Alaa Hassan,57.0,Female,alaa.hassan@gmail.com,,419.65,2024-12-17,Books,10.0,,Female
CUST1699,Ahmed Ali,65.0,female,ahmed.ali@gmail.com,,182.4,32/13/2020,Electronics,2.0,,female
CUST1700,Ahmed Mahmoud,58.0,male,ahmed.mahmoud@hotmail.com,,730.53,2023-11-05,,,,male
CUST1701,Sara Ali,,F,sara.ali@yahoo.com,,272.75,32/13/2020,Electronics,4.0,,F
CUST1702,Sara Ibrahim,40.0,Male,sara.ibrahim@gmail.com,,861.93,2023-09-21,Clothing,2.0,,Male
CUST1703,Alaa Gaber,17.0,M,alaa.gaber@hotmail.com,0123456789,389.63,2025-05-05,Books,1.0,,M
CUST1704,Alaa Hassan,72.0,Female,alaa.hassan@hotmail.com,,891.56,2023-12-30,Electronics,5.0,,Female
CUST1705,Ahmed Hassan,47.0,M,ahmed.hassan@gmail.com,,829.61,2025-05-26,Books,,,M
CUST1706,Alaa Hassan,-1.0,F,alaa.hassan@hotmail.com,0123456789,52.27,2025-04-16,Toys,1.0,,F
CUST1707,Lina Smith,200.0,M,lina.smith@gmail.com,,,2022-11-28,,1.0,,M
CUST1708,Ahmed Mahmoud,50.0,Male,ahmed.mahmoud@hotmail.com,,988.51,2024-08-27,Electronics,5.0,,Male
CUST1709,Lina Hassan,200.0,M,lina.hassan@gmail.com,0123456789,907.59,2023-10-07,Electronics,2.0,,M
CUST1710,Alaa Ali,200.0,Female,alaa.ali@gmail.com,,314.8,2023-12-22,Toys,3.0,,Female
CUST1711,Sara Mahmoud,200.0,M,sara.mahmoud@yahoo.com,0123456789,406.38,2023-08-23,Electronics,5.0,,M
CUST1712,Sara Gaber,-1.0,Female,sara.gaber@gmail.com,0987654321,723.88,2025-02-20,,,,Female
CUST1713,Fatma Mahmoud,-1.0,female,fatma.mahmoud@gmail.com,,369.18,2024-05-23,,10.0,,female
CUST1714,Sara Gaber,,male,sara.gaber@hotmail.com,,916.9,2024-04-20,,4.0,,male
CUST1715,Ahmed Hassan,,M,ahmed.hassan@hotmail.com,0987654321,605.1,2023-10-24,Home,,,M
CUST1716,Mark Ali,-1.0,F,mark.ali@yahoo.com,,80.99,2023-08-17,Books,2.0,,F
CUST1717,Sara Hassan,,F,sara.hassan@yahoo.com,0123456789,556.6,2024-07-03,Electronics,,,F
CUST1718,Mark Ali,,male,mark.ali@gmail.com,,436.91,32/13/2020,Electronics,3.0,,male
CUST1719,Mark Smith,-1.0,Female,mark.smith@yahoo.com,0123456789,346.25,2023-10-14,Home,10.0,,Female
CUST1720,Mark Ali,34.0,female,mark.ali@yahoo.com,,,2024-12-21,Toys,,,female
CUST1721,Lina Mahmoud,,male,lina.mahmoud@gmail.com,0987654321,620.64,2023-04-13,Clothing,3.0,,male
CUST1722,Lina Ali,200.0,M,lina.ali@yahoo.com,,715.61,2025-05-14,,4.0,,M
CUST1723,Ali Ibrahim,200.0,M,ali.ibrahim@yahoo.com,0987654321,949.91,2022-11-07,Books,,,M
CUST1724,Sara Ibrahim,-1.0,female,sara.ibrahim@hotmail.com,,113.77,2023-07-22,Toys,4.0,,female
CUST1725,Lina Gaber,,male,lina.gaber@hotmail.com,,569.5,2024-12-28,Toys,2.0,,male
CUST1726,Sara Ali,,Female,sara.ali@hotmail.com,,116.61,2023-04-20,Books,3.0,,Female
CUST1727,Mark Mahmoud,,female,mark.mahmoud@yahoo.com,,860.56,2023-05-17,,10.0,,female
CUST1728,Fatma Smith,76.0,Male,fatma.smith@yahoo.com,0123456789,787.86,2023-01-03,Clothing,4.0,,Male
CUST1729,Ahmed Hassan,,F,ahmed.hassan@hotmail.com,,530.76,2024-12-11,Electronics,4.0,,F
CUST1730,Lina Hassan,200.0,Female,lina.hassan@hotmail.com,0987654321,257.43,2024-03-04,Books,,,Female
CUST1731,Fatma Ibrahim,200.0,Male,fatma.ibrahim@hotmail.com,0987654321,113.91,2024-10-05,Electronics,5.0,,Male
CUST1732,Fatma Hassan,32.0,female,fatma.hassan@gmail.com,0987654321,165.11,2024-10-03,Toys,3.0,,female
CUST1733,Sara Hassan,47.0,male,sara.hassan@gmail.com,,920.96,2025-05-29,,2.0,,male
CUST1734,John Ibrahim,,,john.ibrahim@yahoo.com,0123456789,42.95,2025-02-20,Clothing,3.0,,
CUST1735,Ali Gaber,,F,ali.gaber@yahoo.com,,653.34,2024-02-04,Books,1.0,,F
CUST1736,John Ibrahim,-1.0,female,john.ibrahim@hotmail.com,0987654321,304.74,2023-07-11,Electronics,3.0,,female
CUST1737,Fatma Gaber,-1.0,male,fatma.gaber@yahoo.com,,570.82,2025-04-18,,,,male
CUST1738,Ali Ali,,female,ali.ali@yahoo.com,,,2023-04-26,Clothing,10.0,,female
CUST1739,John Hassan,-1.0,M,john.hassan@hotmail.com,,338.57,2025-02-20,,1.0,,M
CUST1740,Mark Mahmoud,200.0,male,mark.mahmoud@yahoo.com,,450.25,2024-10-01,Toys,1.0,,male
CUST1741,Ali Hassan,-1.0,Female,ali.hassan@hotmail.com,,372.13,2023-09-06,,5.0,,Female
